Ask Price,Bid Price,Last Trade Closed,Volume Today,Volume Last 24 Hours,Price Today,Price Last 24 Hours,Number of Trades Today,Number of Trades Last 24 Hours,Low Today,Low Last 24 Hours,High Today,High Last 24 Hours,Time
59824.9,59813.3,59813.3,2590.32754904,2675.38511654,59783.03343,59780.91787,31324.0,31935.0,59178.7,59178.7,60652.6,60652.6,2021-04-11 19:35:15.771030
59824.8,59824.7,59813.3,2590.32754904,2675.3801007,59783.03343,59780.91814,31324.0,31932.0,59178.7,59178.7,60652.6,60652.6,2021-04-11 19:35:18.831036
59824.8,59824.7,59813.3,2590.32754904,2675.3801007,59783.03343,59780.91814,31324.0,31932.0,59178.7,59178.7,60652.6,60652.6,2021-04-11 19:35:22.085890
59824.8,59824.7,59824.8,2590.32865993,2675.38121159,59783.03345,59780.91815,31325.0,31933.0,59178.7,59178.7,60652.6,60652.6,2021-04-11 19:35:25.151248
59824.8,59824.7,59824.8,2590.32865993,2675.38121159,59783.03345,59780.91815,31325.0,31933.0,59178.7,59178.7,60652.6,60652.6,2021-04-11 19:35:28.209890
59824.8,59824.7,59824.8,2590.32865993,2675.38121159,59783.03345,59780.91815,31325.0,31933.0,59178.7,59178.7,60652.6,60652.6,2021-04-11 19:35:31.376449
59829.5,59829.4,59824.8,2590.33573768,2675.38828934,59783.03357,59780.91827,31326.0,31934.0,59178.7,59178.7,60652.6,60652.6,2021-04-11 19:35:34.512357
59829.5,59829.4,59824.8,2590.33573768,2675.38828934,59783.03357,59780.91827,31326.0,31934.0,59178.7,59178.7,60652.6,60652.6,2021-04-11 19:35:37.668179
59838.8,59838.7,59838.8,2590.33776051,2675.28043217,59783.03361,59780.92409,31328.0,31932.0,59178.7,59178.7,60652.6,60652.6,2021-04-11 19:35:40.819065
59838.8,59838.7,59838.8,2590.33776051,2675.28043217,59783.03361,59780.92409,31328.0,31932.0,59178.7,59178.7,60652.6,60652.6,2021-04-11 19:35:44.003141
59838.8,59838.7,59838.8,2590.34776051,2675.28205696,59783.03382,59780.92474,31329.0,31932.0,59178.7,59178.7,60652.6,60652.6,2021-04-11 19:35:47.153503
59838.8,59838.7,59838.8,2590.34776051,2675.28205696,59783.03382,59780.92474,31329.0,31932.0,59178.7,59178.7,60652.6,60652.6,2021-04-11 19:35:50.304360
59838.8,59838.7,59838.8,2590.35976051,2675.29405696,59783.03408,59780.925,31333.0,31936.0,59178.7,59178.7,60652.6,60652.6,2021-04-11 19:35:53.394044
